4.667210884,E:min
10.571020408,A:min(9)
17.531065759,E:min
20.580566893,E:min7/b7
22.384036281,E:min6/6
24.340317460,G/5
27.057142857,A:7
30.691950113,D:sus4
34.416326530,D
37.763265306,C
39.485714285,G/3
41.151020408,A:min
44.547482993,C
46.277551020,G:maj7/3
47.955102040,A:min7
51.395918367,C:9(11)
54.996462585,D:(9)
58.191836734,A:min(9)
65.201632653,E:min
68.231836734,E:min7/b7
69.869387755,E:min6/6
71.755102040,G/5
75.338775510,A:7
78.680816326,D:sus4
81.861950113,D
85.395918367,C
87.134693877,G/3
88.804081632,A:min
92.214807256,C
93.864149659,G:maj7/3
95.632653061,A:min7
99.009886621,C:9(11)
101.400000000,G/3
102.302040816,C
103.918367346,G/3
105.608163265,A:min
109.087346938,C
110.782403628,G/3
112.431020408,A:min
115.716643990,D:sus4
119.115260770,D
122.612970521,E:min
132.839365079,C:maj7
136.161814058,E:min
139.609977324,C:maj7
143.033265306,E:min
146.384399092,C:maj7
149.806439909,E:min
153.208163265,C
156.612244897,E:min
159.967346938,C
163.363265306,E:min
166.759183673,C
170.126802721,G
171.850884353,D/3
173.534693877,E:min
176.926530612,G
178.636734693,D/3
180.310204081,E:min
182.857142857,E:min7/b7
183.739501133,E:min6/6
185.432653061,A:7/3
187.129614512,D:(9)
190.522448979,Bb/3
193.865306122,G
195.583673469,D/3
197.276734693,E:min
200.644897959,G
202.361904761,D/3
204.033741496,E:min
206.587936507,E:min7/b7
207.470294784,E:min6/6
209.167346938,A:7/3
210.857142857,D:sus4(2)
214.257142857,G:min7/5
221.085714285,E:min
224.489637188,C:maj7/3
227.877551020,E:min
231.301700680,C:min
235.042290249,E:min
241.992721088,C/3
245.293877551,A:min7/5
248.616054421,E:min
250.408163265,E:min9
252.114285714,A:9/5
262.199727891,E:min
270.775510204,D:(9)
279.898798185,E:(1,5)
293.518367346,N
